CASENAME,Depth,Area,RESTHICK,PRESS,TEMP,OILGRAV,SOLGOR,Visco,Psat,Bo,FLUIDTYPE,WATSAL,Aquifer,POROSITY,NTG,PERM,CONWATER,PERM.AQUIFER,OOIP,RF,RFmax,Np,Nw,Ng,Nwi,GOR,SWx,RELPERM.RESSAT.Kro,RELPERM.ENDPOINT.Kro,RELPERM.ENDPOINT.Krw,RELPERM.EXPON.Kro,RELPERM.EXPON.Krw,PROD.PI,WINJ.PI,PROD_TIME,Field.OILRATE,Field.WATRATE,Field.GASRATE,Field.INJWATRATE,Field.INJGASRATE,NumPROD,NumWINJ,BODP_well
650a4537,7140,10.6,133,4280,182,39.2,970,0.3,3876,1.43,Undersaturated,83300,Medium,0.146,0.47,100,NA,80,80,30.7,57.7,25.46,1.75,24427,32.17,959,0.5,NA,0.93,0.2274,NA,NA,NA,NA,9.8,10000,2800,0,12200,0,8,6,52826.68196084123
68571174,1580,20.5,42,1170,108,17.8,30,195.4,204,1.02,Highly Undersaturated,94900,Weak,0.179,0.58,190,0.406,110,60,17.2,18.1,10.71,231.59,222,243.44,21,0.51,0.3232,0.8748,0.537,NA,NA,NA,1,48.9,5000,14400,0,21500,NA,32,16,15278.899023082158
57345d31,7270,15.6,258,3260,196,39.2,740,0.4,2579,1.28,Undersaturated,59800,Medium,0.177,0.73,220,0.262,170,500,22.1,24.5,110.58,13.48,190877,0,1726,0.41,NA,0.81,0.227,NA,NA,NA,NA,53.3,43000,4900,100,0,0,10,0,43061.70690787083
343589fa,7930,14.1,114,4190,194,39.6,630,0.6,2131,1.22,Undersaturated,47900,Weak,0.234,0.64,140,0.226,NA,220,55.3,62.4,119.18,323.63,56580,462.47,NA,0.65,NA,NA,0.34,2.74,NA,NA,1,59.6,17000,21500,0,23200,0,11,7,40605.25742824327
26af3fad,6010,32.9,387,2880,184,17.3,140,13.3,1272,1.06,Near Saturation,79000,Strong,0.159,0.66,390,0.365,240,1130,21.6,22.1,244.41,86.64,25568,0,105,NA,NA,0.827,0.127,NA,NA,10,12,36.7,91000,14900,NA,0,NA,10,0,49971.91632614646
d4e9e6b0,1030,31.7,196,770,103,35,150,3.1,718,1.055,Highly Undersaturated,121700,Weak,0.108,0.85,30,0.436,10,420,0.2,0.2,0.88,0,129,2.89,147,NA,0.34,NA,0.454,3.76,NA,0,NA,7.7,26200,0,0,192700,125200,232,335,2115.1738264675228
0b87244e,3060,14,454,1950,124,26.4,240,5.4,1782,1.1,Undersaturated,111600,Weak,0.117,0.76,160,0.415,70,390,34.1,36.9,133.22,424.02,425887,546.64,3197,0.57,NA,0.942,0.2538,NA,NA,NA,NA,53,30000,41300,0,93100,NA,11,10,40853.87211069253
050e7843,3950,13.1,253,2580,161,18.2,210,15.5,2365,1.0757,NA,116400,Medium,0.12,0.35,230,0.435,110,130,2,2,2.49,0.01,518,0,208,0.36,0.267,0.8475,0.34,NA,2.158,NA,3,57.2,9000,100,0,0,NA,12,3,34824.782234260056
d8b7ea66,8120,12.8,373,4320,193,43.1,390,0.6,1259,1.135,Highly Undersaturated,17400,Medium,0.256,0.73,190,0.171,190,1020,15,21.8,153.74,1.21,44867,0,NA,0.27,0.222,NA,0.2451,4.44,NA,NA,NA,11.8,126000,500,0,0,0,11,0,41031.859647012214
11399962,7480,15.5,299,3800,201,42.2,510,0.5,1655,1.18,Undersaturated,27700,Medium,0.231,0.67,200,0.188,150,770,19,23.6,145.75,5.47,62636,0,430,0.26,0.22,NA,NA,NA,1.518,NA,4,23.1,70000,900,0,0,0,13,0,NA
dfca0ea1,6370,15.2,80,4010,177,44.4,1050,0.3,3632,1.46,Undersaturated,36300,Weak,0.209,0.55,150,0.18,150,150,43.1,48.4,64.87,233.85,67694,329.3,1044,0.53,NA,NA,0.57,NA,NA,1,1,57.3,10800,NA,0,19100,0,13,10,NA
e10f55d9,10330,10.7,255,5650,202,43.5,1470,0.3,4155,1.55,Undersaturated,43000,Weak,0.243,0.59,120,0.2,100,400,40.7,52.5,163.14,81.15,881818,262.66,5405,NA,NA,0.9625,0.45,NA,NA,2,2,21.4,46000,29600,100,44400,NA,12,10,41059.91887392156
7a6b078e,8610,34.4,317,4840,184,33,70,2.3,256,1.04,Highly Undersaturated,NA,Medium,0.288,0.86,450,0.175,370,2870,14.3,21.1,410.97,24.69,21422,0,52,0.27,NA,0.97,0.341,NA,1.642,7,NA,11.5,306100,12900,0,0,0,16,0,29221.892452127577
e0ab4831,6540,40.6,316,3300,181,35.6,NA,1.6,992,1.08,Undersaturated,50900,Medium,0.22,0.78,280,0.263,230,2230,14.9,NA,332.63,22.41,55759,0,NA,0.31,NA,0.8603,0.4278,NA,NA,6,10,37.9,251100,4100,0,0,0,23,0,21833.5329723466
734e5eb5,8630,23.1,192,4580,200,NA,90,1.7,335,1.046,Highly Undersaturated,11300,Medium,0.275,0.65,530,0.177,520,830,29,32.1,240.35,109.33,15510,0,65,0.36,NA,0.97,0.2974,NA,NA,7,8,38.2,60000,28800,0,0,0,8,0,52721.09365947472
098070b4,6970,31.8,112,3090,189,43.3,940,0.3,2876,1.3604,Undersaturated,62900,Medium,0.22,0.59,180,0.252,160,440,33.5,46.6,147.35,0,1048623,0,7116,0.25,0.2067,0.949,0.43,NA,NA,1,NA,31,52000,0,100,0,NA,25,6,17725.70514206146
14358dd3,8550,8.2,282,4840,172,45,570,0.6,1755,1.19,Undersaturated,19100,Weak,0.277,0.56,110,0.167,110,360,59.9,68.2,215.19,296.97,91455,545.77,425,0.66,NA,0.877,0.159,2.602,1.95,1,2,40.2,27000,40700,NA,45500,0,12,NA,38830.11759175424
08532c00,2750,27.5,360,1260,141,13,40,463.9,523,1.03,Undersaturated,113800,Strong,0.165,0.85,620,0.442,330,880,17.2,20.4,150.87,908.14,4662,961.28,31,0.54,0.3,0.89,0.2958,NA,3.44,21,22,31.1,70000,99300,0,98400,0,7,2,NA
b09639b9,10920,7.6,142,5240,232,21.9,200,2.7,1348,1.09,Undersaturated,28000,Very Strong,0.272,0.69,1080,0.228,990,200,39.9,46.4,81.77,289.55,12020,0,147,NA,0.217,NA,0.3,NA,NA,NA,17,19.1,17000,100000,0,NA,0,4,0,NA
9c183567,4700,19.9,261,5420,132,40.9,1490,0.5,4937,1.3745,Near Saturation,111500,Weak,0.134,0.63,40,0.372,30,370,26.9,46.2,99.99,8.59,646516,105.53,6466,0.46,NA,NA,0.519,NA,1.716,NA,NA,12.8,41000,5900,200,58200,200,46,NA,10138.36402972001
f49ea3c5,10230,17.4,220,5020,225,21.8,90,4,631,1.06,Undersaturated,NA,Very Strong,0.266,0.64,980,0.203,880,650,37.6,44.5,242.88,720.47,16891,0,NA,0.5,0.237,NA,0.5192,NA,NA,13,22,20.9,56000,169800,0,0,NA,5,0,83820.09220367298
f5e8b0d9,11520,17.5,263,5650,267,19.2,90,9.4,910,1.06,Undersaturated,19000,Very Strong,0.294,0.72,2230,0.22,2070,1010,42.3,46.2,426.25,4874.48,28303,3003.97,66,0.54,0.22,0.7776,0.432,NA,NA,NA,NA,44.6,125000,NA,0,242600,NA,5,NA,101588.73787110206
6a50458e,3270,21.1,367,2070,126,24.6,150,8.6,818,1.0479,Undersaturated,NA,NA,0.162,0.67,150,0.366,80,680,33.8,43.8,230.74,596.16,25537,843.69,111,0.58,0.2934,NA,0.32,NA,NA,NA,4,24.8,NA,107700,0,145400,0,27,15,17600.118211715017
be1d6f61,7900,27.8,126,3790,201,14.2,20,NA,149,1.03,Highly Undersaturated,NA,Very Strong,0.285,0.68,2000,0.275,1620,570,15.8,25,90.13,670.06,1155,294.69,13,NA,0.26,NA,0.366,NA,NA,17,NA,17.2,45000,175800,0,77600,NA,4,1,124464.33699936897
8b8d7884,11070,33.8,351,5340,267,27.9,320,1.1,1703,1.128,Undersaturated,22700,Very Strong,0.262,0.73,920,0.203,NA,2230,43.4,43.9,966.99,1559.09,233053,0,241,0.53,NA,0.84,0.41,NA,NA,20,18,50.6,245100,184800,NA,0,0,6,0,NA
8e528711,1590,16.6,315,1800,108,35.2,320,2.8,1626,1.0785,Undersaturated,NA,Weak,0.124,0.69,90,0.43,60,290,2.1,2.3,5.94,0,4791,1.36,806,0.29,0.276,NA,0.22,NA,NA,2,2,59.7,21000,0,NA,91100,NA,29,26,16118.345440772026
7433ba72,7870,11.3,143,4720,171,23.6,230,8.2,1586,1.08,Near Saturation,75200,Weak,0.231,0.58,130,0.327,90,170,33.4,37.5,56.9,293.29,9833,350.37,173,0.55,NA,NA,NA,NA,2.652,1,NA,42.3,20000,23200,0,24100,NA,14,7,31212.480648971647
6cb0e432,5260,NA,247,3160,146,19.2,40,63.9,344,1.028,Undersaturated,56100,Medium,0.239,0.71,380,0.32,NA,280,27,29.3,75.56,850.82,2457,872.56,33,0.5,0.29,NA,0.4158,NA,NA,5,8,51.3,25000,53900,0,NA,0,6,2,83112.49022942211
33998ccc,8460,23.4,343,4700,180,29,400,1.5,1930,1.137,Undersaturated,58300,Weak,0.206,0.46,170,0.273,120,680,43.5,55,293.84,536.63,87748,855.65,299,NA,0.26,NA,0.405,NA,NA,NA,3,32.6,71800,73100,0,86500,NA,19,10,25544.292829061036
7c145e0c,7980,41.5,66,4370,183,17.4,90,28,NA,1.0462,Undersaturated,59000,Medium,0.237,0.4,390,0.32,310,200,12.7,NA,25.86,17.42,1761,27.23,68,0.4,0.2797,NA,0.48,NA,NA,NA,1,8.6,24900,14500,0,18400,0,12,5,NA
ea2eb71d,8320,11.7,118,4620,175,12.5,10,290.8,57,1.0267,Very Highly Undersaturated,NA,Very Strong,0.29,0.5,2110,0.319,NA,180,19.3,25.6,34.73,328.05,169,129,5,0.45,0.31,0.873,NA,NA,NA,NA,NA,11.9,18000,148200,0,53600,0,4,1,110520.52136536804
8c217db2,10760,15.2,182,5130,231,22.3,190,3.7,1462,1.0873,Near Saturation,30400,Very Strong,0.243,0.65,1150,0.242,960,480,39.1,45,188.26,584.61,26387,0,140,0.53,0.2285,0.9365,NA,NA,NA,NA,NA,24.6,54000,107100,0,0,0,5,0,83676.41467476846
cc2544ef,1440,17.9,366,1090,117,34.8,190,2.5,NA,1.0778,Undersaturated,107700,Weak,0.103,0.83,130,0.401,NA,530,37.3,44.7,198.18,804.3,37850,1027.09,191,0.63,NA,NA,NA,NA,NA,3,NA,32.4,NA,96200,0,154100,0,24,17,17597.094025019032
0b6e78fc,5840,4.5,223,3830,149,31.4,180,3.3,780,1.057,Undersaturated,54100,Weak,0.218,0.82,130,0.268,100,160,27.3,45.7,44.56,24.06,5861,65.05,132,0.47,NA,0.91,0.39,NA,2.336,1,2,11.7,15000,19800,0,26600,0,9,4,NA
82a821bf,2960,21.8,361,5880,122,48.8,1910,0.5,5345,1.28,Undersaturated,89700,Weak,0.115,0.77,30,0.271,20,750,42.9,NA,321.22,168.19,4538741,676.71,14130,NA,0.257,0.889,0.42,NA,NA,NA,1,28.2,91000,57700,600,192000,NA,84,NA,NA
050c7296,1330,23.6,293,1220,107,35.2,210,3.1,1099,1.0697,Undersaturated,115800,Weak,0.106,NA,130,0.423,60,350,30.5,32.7,107.69,699.56,22478,822.49,209,0.6,NA,0.976,NA,NA,NA,2,NA,32.5,33000,81600,0,127500,0,31,15,14338.600350863435
04dd24f7,9180,20.8,323,4520,223,NA,180,1.9,1001,1.08,Undersaturated,29200,Strong,0.235,0.77,560,0.224,470,1130,40.1,40.8,451.95,372.94,61559,0,136,0.49,0.24,NA,0.315,NA,NA,12,NA,44.3,102000,72200,0,0,0,7,0,63607.66951324185
32993b5c,2190,33.5,168,2540,102,33.9,440,2.5,2293,1.1373,Undersaturated,120600,Weak,0.131,0.36,30,NA,20,180,39.5,39.5,71.98,389.28,31423,476.79,437,NA,NA,NA,0.2794,NA,1.98,NA,0,48,13000,31700,0,43900,NA,123,86,3915.938845259512
75e2ec13,9390,15.6,369,5060,181,38.9,200,0.9,NA,1.074,Highly Undersaturated,13300,Medium,0.286,0.69,310,0.171,280,1290,26.3,29,339.91,44.9,51405,0,151,0.31,NA,0.96,0.29,NA,1.418,7,NA,47.4,101000,10400,0,0,0,10,0,42769.5705971407
ccce1288,2880,20.7,111,2010,114,12.3,40,962.6,387,1.0233,Undersaturated,NA,Medium,0.175,0.66,250,0.423,130,190,12,13.2,22.78,381.84,615,404.96,27,0.49,NA,0.87,0.3444,NA,NA,NA,NA,37.5,15000,30600,NA,34900,0,14,NA,30170.04207735008
d73c0b2e,3640,18,354,1840,145,32.6,170,2.4,705,1.059,Undersaturated,64700,Medium,0.162,0.47,250,0.306,NA,470,11.2,NA,53.08,0.18,6565,0,NA,0.36,NA,0.6936,NA,NA,NA,4,5,11.8,37000,NA,0,NA,NA,11,NA,NA
953f6689,6860,7.5,204,3410,196,16.1,30,49.5,308,1.03,Highly Undersaturated,39700,Strong,0.258,0.84,1050,0.296,NA,350,26.7,NA,94.74,1733.04,2221,1165.43,23,0.48,NA,NA,NA,NA,NA,NA,NA,43.4,31000,188400,0,87600,0,NA,1,100425.28053925373
d0900e18,11510,8.4,217,5770,218,35.1,1580,0.2,5077,1.621,Near Saturation,43300,Medium,0.243,0.6,240,0.219,230,330,48.9,54.2,163.35,0.2,2215914,0,13566,0.27,NA,NA,NA,NA,3.121,NA,NA,55.3,37000,0,100,0,NA,8,2,56098.86071436995
cdf6185b,9110,15,239,4590,223,31,20,3,58,1.034,Very Highly Undersaturated,3000,Very Strong,0.293,0.75,1990,0.16,NA,910,42.3,NA,385.22,1988.76,6358,0,17,NA,0.239,0.9457,0.37,NA,NA,25,NA,56.5,97000,344700,0,0,0,5,0,84028.38652348146
f1415c50,11560,26.3,269,5840,251,48,1410,0.2,3850,1.545,Undersaturated,3900,Medium,0.293,0.51,200,0.151,NA,1220,37.9,43.7,463.76,0.02,4471783,0,9642,NA,NA,0.841,0.4823,NA,NA,NA,NA,40.4,117000,0,300,0,1700,24,7,NA
bbb63ead,10230,19.3,145,5440,195,13.4,190,27.1,2398,1.079,Full Saturated,89500,Medium,0.244,0.71,270,0.386,220,450,17.8,25.9,80.64,193.56,11480,239.1,142,0.49,NA,0.693,0.255,NA,NA,2,4,16.1,55000,49700,0,NA,NA,11,4,40636.13144751289
ad23c4de,10600,16.4,272,5530,226,17.5,90,13.4,935,1.054,Undersaturated,30100,Strong,0.275,0.58,620,0.245,550,720,37.4,NA,268.93,1344.57,18712,1313.95,70,0.52,NA,0.891,0.1724,NA,NA,9,13,37.8,57000,151600,0,122400,0,6,2,NA
dc1e06ef,9140,NA,408,4370,202,23.4,370,NA,2376,1.14,Near Saturation,67300,Strong,0.192,0.45,350,0.316,280,850,14.3,25.1,122.23,4.03,113668,0,930,NA,0.243,NA,0.3621,NA,1.56,7,8,10.8,67000,3200,100,0,300,7,2,NA
94ee30e8,8810,29,323,4160,217,16.9,50,21,548,1.0448,Undersaturated,31800,Very Strong,0.218,0.81,1540,0.28,NA,1450,17.6,32.9,255.74,243.54,9088,175.82,36,0.41,0.267,0.874,0.2567,NA,2.336,NA,NA,7.9,164000,312900,0,134400,NA,5,1,NA
840699cc,5160,3.4,208,2610,149,17.7,130,24,1125,1.05,Near Saturation,90700,Medium,0.187,0.72,330,0.387,190,70,23.1,24.4,16.8,75.06,1614,0,96,0.5,0.28,NA,0.3076,4.46,NA,NA,NA,33.4,7000,17900,0,0,0,4,0,NA
e400ae6d,8950,19.7,433,4690,197,29.5,300,1.4,1455,1.108,Undersaturated,42700,Medium,0.231,NA,250,0.243,220,1100,23.3,28.8,255.76,14.46,56845,0,NA,0.38,0.246,0.91,0.24,NA,2.192,5,NA,27.6,102000,3100,0,0,0,11,0,NA
8a5c2ee5,8380,22.2,87,4400,192,29,160,3,923,1.0677,Undersaturated,39100,Medium,0.233,0.56,330,0.249,280,240,16.2,24.9,38.72,7.68,4772,0,123,0.36,0.25,0.9325,0.39,NA,NA,1,2,7.7,23000,5500,0,0,NA,8,NA,55520.160472018324
250c76bf,3690,10.8,263,1740,169,34.7,290,NA,1175,1.1,Undersaturated,NA,Medium,0.136,0.7,230,0.317,120,230,22.9,24.6,52.38,2.41,31700,0,605,0.42,0.2549,NA,0.26,NA,NA,NA,NA,48.4,24000,600,0,0,0,9,0,52517.02272106195
6070f50a,5080,42.7,131,2980,146,39.4,710,0.7,2401,1.24,Undersaturated,86100,Weak,0.168,0.63,140,0.318,NA,490,47,NA,231.52,990.27,123231,1279.49,532,0.64,NA,0.847,0.13,NA,2.356,1,1,56.4,54200,65300,0,80500,NA,41,26,NA
37306045,9840,13.4,164,4050,240,11.8,30,22,399,1.04,Undersaturated,39700,Very Strong,0.251,0.72,5610,0.333,NA,310,27.1,32,85.04,1660.28,1804,827.62,21,0.51,0.25,0.8706,0.487,3.03,1.38,NA,74,16.4,NA,379200,0,164300,0,4,1,108248.15146920882
386a60fc,7330,23.8,54,6610,202,38.4,1860,0.3,6025,1.4712,Near Saturation,93700,Weak,0.121,0.76,140,0.321,NA,110,32,47.2,36.43,0.11,355013,27.54,9744,0.4,0.23,0.94,NA,3.92,NA,0,1,14.8,14000,100,NA,12500,NA,14,12,30650.213463224856
90963d90,2680,37.3,48,1710,133,17.6,100,123.5,960,1.04,Near Saturation,NA,Weak,0.157,0.36,140,0.429,90,90,18.7,22.5,17.04,192.4,1255,210.87,74,NA,0.3114,NA,0.281,NA,NA,0,0,39.7,10000,15300,0,22100,0,NA,28,10600.672004993059
9bb43051,3390,17.6,123,1780,144,24.9,170,7.1,1081,1.063,Undersaturated,88900,Medium,0.125,0.76,210,0.376,100,160,16.4,18,26.5,1.38,10510,0,397,0.43,NA,NA,0.285,NA,2.29,NA,NA,44.5,11900,NA,0,0,0,13,0,38122.253695453626
59bd013c,8150,23.3,119,3960,209,40.3,900,0.3,2823,1.3381,Undersaturated,44600,Medium,0.208,0.75,180,0.216,150,390,20.8,39,81.46,0,280898,0,NA,0.22,0.216,0.76,NA,NA,NA,2,2,15.4,35700,0,100,NA,NA,10,2,49432.138700641226
8959c75a,5420,15.5,245,5850,165,40.7,NA,0.4,5302,1.416,Near Saturation,108600,None,0.129,0.56,50,0.362,40,240,48.4,50.4,115.03,130.7,1793609,303.54,15593,0.61,NA,NA,NA,NA,NA,1,1,46.4,22000,17200,100,NA,NA,29,31,17158.023806338213
28532829,1590,4.2,178,1250,101,13.6,40,1007.7,448,1.021,Undersaturated,116600,Weak,0.153,0.64,120,0.441,NA,60,11.9,13,6.64,72.38,202,81.09,30,0.51,0.3357,0.865,0.232,NA,2.986,1,NA,20.2,4000,12600,0,18900,NA,14,7,35965.08300854101
1c1269ad,10970,23.9,152,5450,230,38.9,420,0.5,1548,1.16,Undersaturated,10800,Strong,0.281,0.44,480,NA,460,500,37.2,39.4,186.04,85.94,59260,0,319,0.44,0.203,0.845,0.3126,NA,NA,NA,NA,31.1,36000,18900,0,0,0,9,0,52528.35969327134
dbb0090c,3400,23.9,151,2900,117,35.7,470,1.6,1759,1.141,Undersaturated,92300,NA,0.126,0.7,60,0.342,30,270,2.9,NA,7.77,0,1332351,0.53,171479,0.25,0.3155,0.9227,0.3388,NA,NA,NA,NA,57.4,16300,0,0,64600,NA,47,NA,NA
7db1a634,2130,8.1,118,1320,109,27,160,6.5,808,1.05,Undersaturated,102400,Weak,0.155,0.63,120,0.395,NA,70,34.6,37.4,23.79,180.8,2893,207.96,122,0.61,0.284,0.792,0.49,NA,NA,1,1,36.7,6000,17000,0,24300,NA,16,10,30226.22775857053
0076c2ab,11100,21.8,301,5190,246,15.7,60,NA,644,1.05,Undersaturated,NA,Very Strong,0.262,0.56,3660,0.215,2750,1200,15.6,33.6,187.79,178.43,8286,208.79,44,0.34,0.23,0.8952,0.2172,NA,1.67,54,NA,7.4,124000,458600,0,191400,NA,4,1,NA
2c292f84,9190,15.3,405,5290,171,32.6,250,1.9,1142,1.085,Undersaturated,35500,Weak,0.262,0.73,150,0.219,NA,1200,27.9,46.4,333.74,298.25,62040,628.25,186,0.43,NA,0.619,NA,3.012,1.275,4,NA,13.2,129000,115200,0,154300,0,14,7,NA
b2936796,2260,23.7,163,1180,127,34.7,120,3.1,455,1.04,Highly Undersaturated,76300,Medium,0.163,0.8,260,0.336,NA,450,14.5,14.2,65.29,0.76,15731,0,241,0.37,NA,0.664,NA,NA,NA,NA,4,50.7,29800,100,0,0,0,20,0,22722.691013962612
9e1f619d,1920,14.5,154,1800,122,30.7,260,4.5,1623,1.077,Undersaturated,116100,Weak,0.107,0.44,140,0.425,60,90,36.9,40.5,31.71,231.81,8103,267.88,256,0.64,0.2986,0.895,0.28,NA,NA,1,NA,38.2,NA,22200,0,31500,0,18,11,24137.683316433686
f864056b,9520,31.6,220,4920,215,30.8,180,1.9,926,1.075,Undersaturated,23700,Strong,0.241,0.72,500,0.208,350,1170,27,NA,315.06,40.81,41502,0,132,0.39,NA,0.786,NA,NA,NA,4,9,28.3,131000,8600,0,0,NA,13,0,33570.66266219257
7007a410,4730,30.4,90,2910,161,32.4,370,2,1650,1.117,Undersaturated,84600,NA,0.15,0.41,210,0.337,120,160,48,48.9,78.64,282.12,21693,370.36,276,0.65,NA,0.97,0.3622,NA,NA,1,NA,56,16000,18300,0,23400,NA,19,9,26546.59701429589
57e5bcc0,3620,13,471,1920,150,30.9,250,3.6,1283,1.082,Undersaturated,92300,Weak,0.145,0.43,160,0.37,100,300,16.2,17.6,48.42,0.46,31219,0,645,0.43,NA,NA,0.318,4.51,NA,NA,NA,48.9,23000,200,0,NA,0,15,0,NA
15e4dbb2,10320,19.1,70,5130,213,18.8,110,7.4,962,1.061,Undersaturated,29100,Strong,0.26,0.52,940,0.243,790,220,31,33.1,68.38,182.42,5586,0,82,NA,0.246,0.9174,0.28,NA,NA,2,NA,28.9,NA,33100,0,0,0,6,0,NA
2b6e7cd5,6650,21,158,3200,205,28.5,210,3,1200,1.079,NA,NA,Medium,0.187,0.65,370,0.306,250,410,22.3,23.3,91.57,34.17,13919,0,152,0.41,0.25,0.82,0.24,NA,NA,NA,5,32.9,35000,6600,0,0,0,13,0,38218.365323681006
65dba4c6,3640,14.4,174,2730,114,18.6,90,68.2,705,1.032,Undersaturated,95900,Weak,0.214,0.68,110,0.39,80,290,12.4,21.9,36.47,150.69,2449,187.27,67,0.46,NA,0.9709,0.47,NA,NA,1,NA,17.6,21800,30200,0,40100,NA,13,12,32000.179602015014
457f0a97,3920,14.2,239,6820,116,43.3,2380,0.4,6190,1.36,Near Saturation,74600,Weak,0.144,0.67,30,0.222,20,410,54.8,57.2,221.97,284.95,3094671,687.57,13942,NA,NA,0.939,0.26,NA,NA,0,NA,32.5,48000,80700,400,107400,NA,61,82,6821.491658965462
b739d38a,7950,9.3,156,4090,189,28.4,120,3.5,673,1.05,Undersaturated,34400,Medium,0.244,0.62,460,0.241,400,180,36.3,40.5,66.48,116.99,5986,0,90,0.5,0.251,0.938,0.3315,NA,NA,NA,NA,35.1,20000,27600,0,0,NA,5,0,NA
b738365a,3560,8.2,44,1750,171,19.1,160,8.7,1599,1.079,Near Saturation,108500,Medium,0.121,0.68,290,0.42,150,20,28.2,30.6,5.39,12.44,2029,0,376,0.54,0.26,NA,0.1719,3.9,NA,NA,1,40.8,2000,2000,0,0,NA,NA,0,70892.88647375403
5956575b,7930,26.6,311,3060,222,34.6,240,1,1098,1.0991,Undersaturated,38400,NA,0.231,0.65,860,0.242,NA,1220,39.2,NA,478.74,659.45,86295,0,180,NA,0.21,NA,0.4,NA,NA,15,16,50,NA,81000,NA,0,0,8,0,60693.49130179835
77e5b8e9,5820,20.6,338,3170,162,19.4,210,14.5,1741,1.08,Near Saturation,95500,Medium,0.164,0.85,190,0.39,NA,890,7.3,13.1,64.65,20.89,10228,0,158,NA,0.28,0.84,0.5193,NA,NA,6,7,6.2,72000,18700,0,0,0,10,0,46914.386184055475
a0ad7bb9,10330,23.4,58,5050,209,26.8,220,1.9,1263,1.0917,Undersaturated,31900,Strong,0.272,0.66,640,NA,570,280,21.8,38.7,61.9,8.47,10266,0,166,0.39,0.2223,0.95,NA,NA,NA,2,3,9,27000,15800,0,0,0,NA,0,48928.470819443464
4e284cdf,5170,13.2,184,2930,140,13.1,80,253.3,988,1.037,Near Saturation,104900,Medium,0.182,0.5,300,0.425,NA,170,14.1,17,24.59,213.18,1408,219.94,57,0.5,0.31,0.782,0.447,NA,NA,2,NA,33.7,NA,19900,0,20500,NA,8,3,62085.417325277376
7abae67f,4450,23,249,2770,126,11.7,60,792.6,852,1.0312,Near Saturation,116000,NA,0.157,0.8,250,0.443,110,480,9.6,11.9,46.14,620.03,2149,653.89,47,NA,NA,0.692,0.312,NA,NA,4,NA,31.8,19600,63700,0,74400,0,11,4,38468.264468634945
037121c1,3680,25.8,166,2290,141,17.8,NA,106.8,603,1.031,Undersaturated,89400,Weak,0.174,0.67,250,0.392,130,410,19.3,23.5,78.81,685.76,3932,768.21,50,0.51,NA,NA,0.3,NA,NA,1,NA,36.6,39400,NA,0,91400,NA,24,11,19573.035265781073
c576b958,5120,23.8,428,3060,132,33,280,2,1110,1.084,Undersaturated,73300,Weak,0.228,0.68,110,0.302,90,1320,43.2,50,571.12,1309.62,118158,1933.56,207,0.6,0.2572,0.922,NA,NA,NA,2,NA,42.2,107000,124900,0,146500,NA,30,NA,14359.776763207046
d73e01fb,11060,21.2,310,5710,222,40.5,1380,0.2,3853,1.528,Undersaturated,14000,Weak,0.27,0.49,110,0.16,120,930,13.7,62.4,127.57,0.01,160898,50.94,1261,0.18,NA,0.9489,0.44,NA,NA,1,NA,8.6,87000,0,200,65200,200,NA,16,NA
af1e27b2,9690,16.5,234,4820,215,19.5,40,13.3,317,1.0395,Highly Undersaturated,17400,Very Strong,0.29,0.49,1540,0.217,1240,550,37,36,203.83,1293.12,6091,0,30,0.49,NA,0.99,0.231,NA,NA,NA,NA,58.2,54000,196300,0,0,0,4,0,105184.00507266924
5b5103a1,11840,11.4,342,5900,250,27.7,160,1.6,911,1.0786,Undersaturated,4200,NA,0.296,0.56,1920,0.16,1770,660,59.5,59.6,393.77,2315.51,46919,0,119,0.65,0.2021,0.8682,0.46,NA,NA,27,45,35.4,78000,375400,0,0,NA,4,0,NA
2b54cb43,9060,18.5,449,3960,225,20.4,270,3.9,2119,1.11,Near Saturation,67200,Strong,0.189,0.61,720,0.331,480,840,37.4,NA,316.16,1137.68,62674,0,NA,0.53,NA,0.7756,0.33,NA,NA,NA,NA,57.8,92000,107400,0,0,NA,6,0,69358.51225458027
c07aade9,11210,21.3,163,5410,230,41.5,390,0.5,1453,1.15,Undersaturated,6600,Strong,0.272,0.77,930,NA,810,840,54.4,61.1,455.99,734.5,134005,0,294,NA,NA,NA,0.3608,NA,NA,8,15,41.9,90000,89800,0,0,0,6,0,NA
69f2e94c,4760,18.7,263,2530,147,19.5,120,16.4,NA,1.0506,Undersaturated,76100,Medium,0.141,0.69,310,0.359,150,350,16.3,19.1,56.58,15.89,4927,0,87,0.45,0.29,0.696,0.388,NA,2.753,NA,NA,19,40000,5100,0,0,NA,7,0,66709.07361669649
fd1cbf83,11880,31.7,287,5930,234,20.1,90,5.6,749,1.059,Undersaturated,3800,Very Strong,0.294,0.63,2560,0.164,2500,2180,34.5,35,753.53,2697.77,48331,0,64,0.44,0.219,0.73,0.3307,NA,NA,NA,NA,30.9,166000,637300,0,NA,NA,NA,0,98670.8271038183
98b1d9ee,10390,32.4,34,5330,219,12.1,30,49.7,431,1.039,Undersaturated,47800,Strong,0.276,0.64,1420,0.338,1040,170,21.9,27.9,36.97,534.61,847,432.1,23,NA,0.284,0.8714,0.3691,NA,NA,NA,4,44.1,15000,45800,0,33600,NA,6,2,NA
